id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
INT_186,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_186,True-cost accounting,TCA,Intervention,1,,"Intervention that quantifies the hidden environmental, social, and health costs and benefits of food and agricultural systems to inform more sustainable and adaptive decisions.",TEEBAgriFood Evaluation Framework,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_187,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_187,Whole-farm system analysis,whole-farm analysis; farming systems analysis,Intervention,1,,"Intervention that models the farm as an integrated system to evaluate how adaptation options affect production, resources, and risk across its components.",AGROVOC: farming systems research (whole-farm modelling),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_188,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_188,Spatial prioritization,spatial targeting,Intervention,1,,Intervention that uses spatial data and analysis to identify and rank locations where adaptation investments or interventions would be most needed or effective.,AGROVOC: spatial analysis; CGIAR targeting,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_225,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_225,Scenario analysis,scenario planning,Intervention,1,,Intervention that constructs and compares plausible future scenarios - such as shared socioeconomic and climate pathways - to assess climate risks and the robustness of adaptation options.,IPCC AR6 WGII Ch.18; SSP scenarios,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
INT_226,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_226,Financial analysis,financial assessment,Intervention,1,,"Intervention that assesses the financial viability, returns, and risks of adaptation investments to inform financing and budgeting decisions.",AGROVOC: financial analysis,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
INT_294,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_294,Cost-benefit analysis,,Intervention,2,INT_184,Economic analysis that compares the monetised costs and benefits of an intervention to assess its net value.,OECD (cost-benefit analysis),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_189,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_189,Climate-health integration,integration of climate and health,Intervention,1,,"Intervention that protects and improves human health and nutrition outcomes under climate change, addressing climate-sensitive risks to diets, food safety, and health systems.",IPCC AR6 WGII Ch.7,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_295,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_295,Livestock nutrition,animal nutrition,Intervention,2,INT_048,"Livestock management concerned with the feeding and nutrition of animals - diets, rations and supplements - for health and productivity.",FAO (animal feeding and nutrition),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_296,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_296,Human nutrition,nutrition intervention,Intervention,1,,Intervention that improves the dietary intake and nutritional status of people through food-based approaches.,FAO/WHO (human nutrition),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_191,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_191,Nutrition-sensitive agriculture,NSA,Intervention,2,INT_296,"Human nutrition that designs agricultural production and food systems to improve the availability, access, and consumption of diverse and nutritious foods under climate stress.",FAO - nutrition-sensitive agriculture,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_192,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_192,Healthy diet,sustainable diet,Intervention,2,INT_296,"Human nutrition that encourages dietary patterns that are health-promoting and environmentally sustainable, supporting adaptation and resilient food systems.",FAO/WHO - Sustainable Healthy Diets guiding principles; EAT-Lancet,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_193,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_193,Food safety management,food safety control; food savety,Intervention,1,,"Intervention that controls biological, chemical, and physical hazards along the food chain to protect human health.",Codex Alimentarius; AGROVOC: food safety,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_089,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_089,Food loss and waste,,Intervention,1,,"Intervention that reduces the loss and waste of food along the supply chain, easing pressure on resources and strengthening food system resilience under climate change.",SDG 12.3; FAO - The State of Food and Agriculture (food loss and waste),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_247,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_247,Energy management,energy transition,Intervention,1,,"Activity that manages the generation, supply, and use of energy in agri-food systems to reduce fossil-fuel dependence and associated greenhouse gas emissions.",FAO / IEA (energy management in agrifood systems),Intervention,Adaptation + Mitigation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-specific,FALSE,Restructure (v5),current,5.0.0-draft
INT_248,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_248,Renewable energy,alternative energy,Intervention,1,,"Intervention that supplies energy from sources replenished faster than they are consumed, such as solar, wind, hydro, and sustainable biomass, displacing fossil-fuel use.",UN,Intervention,Adaptation + Mitigation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
INT_250,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_250,Electrification,electric conversion,Intervention,1,,"Intervention that converts energy-consuming equipment and processes from fossil-fuel sources to electricity, enabling supply from low-carbon generation.",US DOE,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
INT_251,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_251,Bioenergy,biomass energy,Intervention,1,,Intervention that derives energy from any form of biomass or its metabolic by-products.,IPCC AR6 WGII Annex II,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
INT_265,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_265,Biogas,biodigester; anaerobic digester; biogas digester; biogas plant,Intervention,2,INT_251,"Bioenergy produced by the anaerobic digestion of organic material such as manure, crop residues, or food waste, yielding a methane-rich gas used for cooking, heating, or electricity in place of fossil fuels or solid biomass.",IPCC AR6 WGIII Ch.7; AGROVOC: biogas,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,PRMS pilot,current,5.0.0-draft
INT_252,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_252,Carbon capture,carbon capture and storage; CCS,Intervention,1,,Intervention that separates and captures carbon dioxide from combustion or process streams to prevent its release to the atmosphere.,IEA,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
INT_253,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_253,Carbon utilisation,carbon capture and utilisation; CCU,Intervention,1,,"Intervention that uses captured carbon dioxide as a feedstock in products or processes, whether directly or after conversion.",IEA,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
INT_297,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_297,Carbon dioxide removal,,Intervention,1,,"Intervention comprising anthropogenic activities that remove carbon dioxide from the atmosphere and durably store it in geological, terrestrial or ocean reservoirs, or in products.",IPCC AR6 Glossary: Carbon dioxide removal (CDR),Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Restructure (v5),current,5.0.0-draft
INT_194,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_194,Migration,mobility; planned relocation; climate-mobility; mobility corridor; pastoral mobility; livestock mobility; human mobility,Intervention,1,,"Action that addresses human and animal mobility associated with climate change - including migration, displacement, and planned relocation - to reduce risk and support adaptation.",IPCC AR6 WGII Ch.7,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_298,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_298,Climate data,,Intervention,1,,"Intervention encompassing the generation, curation and provision of observational and model data on climate variables for research and climate services.",WMO GCOS; AGROVOC: climatic data,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_324,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_324,Weather data,meteorological data; weather observation; weather record,Intervention,1,,"Intervention encompassing the generation, curation and provision of data on atmospheric conditions at a particular time in a particular location, including temperature, humidity, precipitation, wind and visibility.",AGROVOC: weather data (c_29564); AGROVOC: weather (c_15292); WMO Technical Regulations WMO-No.49,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_094,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_094,Climate model,climate modeling,Intervention,1,,"Numerical model to simulate and project the climate system, generating the information that underpins climate risk assessment and adaptation planning.",IPCC AR6 WGI (climate models),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_095,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_095,Earth observation,remote sensing,Intervention,1,,"Use of satellite and remote-sensing systems to monitor environmental and climate-relevant conditions over space and time, informing climate services and adaptation.",GEO - Global Earth Observation System of Systems (GEOSS),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert; Lexicon consensus,current,5.0.0-draft
INT_096,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_096,Climate forecast,climate prediction; climate forecasting; Forecasting,Intervention,2,INT_091,"Climate service that produces forecasts of future weather and climate conditions across timescales, from days to seasons.",WMO - seasonal forecasting; AGROVOC: weather forecasting,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_100,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_100,Early warning system,EWS; Early warning,Intervention,2,INT_091,"Climate service that runs the monitoring, forecasting, and communication functions of an early warning system so that timely alerts reach at-risk people and enable protective action.",Sendai Framework; WMO multi-hazard early warning systems,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_091,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_091,Climate service,climate information service; Climate advisory service,Intervention,1,,"Intervention that produces and delivers climate information - data, forecasts, projections, and advisories - to support climate-informed decisions by farmers, institutions, and other users.",WMO - Global Framework for Climate Services (GFCS),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Restructure (v5),current,5.0.0-draft
OUT_018,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OUT_018,Bundled climate service,climate service bundle; climate service bundling,Intervention,2,INT_091,"Climate service that bundles climate advisories with complementary inputs, finance or market services in one offer.",WMO Global Framework for Climate Services (GFCS); CGIAR bundled climate services,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_097,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_097,Climate service translation,climate information translation,Intervention,2,INT_091,Climate service that translates technical climate and weather information into formats and languages usable by decision-makers.,WMO - Global Framework for Climate Services (GFCS),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_264,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_264,Climate information,climate data management; climate data system,Intervention,2,INT_091,"Climate service comprising the collection, processing and interpretation of climate and weather data for users.",WMO Climate Data Management System Specifications (WMO-No. 1131),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,PRMS pilot,current,5.0.0-draft
INT_098,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_098,Climate advisory,agro-advisory services; Climate advisory system,Intervention,2,INT_091,"Climate service that delivers tailored, actionable recommendations based on climate and weather information to support agricultural and livelihood decisions.",WMO GFCS; PICSA (Participatory Integrated Climate Services for Agriculture),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_099,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_099,Digital climate advisory,digital agro-advisory; digital climate services,Intervention,3,INT_098,Climate advisory that delivers tailored climate and agro-advisory information through digital channels.,WMO GFCS (agriculture pillar); CGIAR/WMO Digital Climate Advisory Services,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_232,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_232,Agro-climate advisory,agrometeorological advisory; agroclimatic advisory; agroclimatic advisory service,Intervention,2,INT_091,"Climate service that combines agronomic and climate or weather information to deliver tailored recommendations to farmers on crop, livestock, and land-management decisions.",WMO; FAO (agrometeorological advisories); Tall et al. 2014,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Lexicon consensus,current,5.0.0-draft
INT_299,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_299,Digital advisory,,Intervention,1,,"Intervention that delivers advisory content to producers through digital channels such as mobile applications, SMS and interactive voice response.",CGIAR/WMO Digital Climate Advisory Services,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_211,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_211,Adaptation tracking,adaptation monitoring; adaptation progress,Intervention,1,,"Intervention that monitors, evaluates, and reports on the progress, effectiveness, and outcomes of climate adaptation actions across scales.",UNFCCC - Adaptation Communications; IPCC AR6 WGII,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_142,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_142,Adaptation monitoring and evaluation,adaptation M&E; adaptation ME; adaptation MEL,Intervention,2,INT_211,"Adaptation tracking that systematically measures and assesses the implementation, outputs, outcomes, and effectiveness of adaptation actions to support learning and accountability.",IPCC AR6 WGII; UNFCCC adaptation M&E frameworks,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_143,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_143,Adaptation reporting,adaptation progress reporting,Intervention,2,INT_211,"Adaptation tracking that documents and communicates adaptation priorities, actions, and progress to national and international audiences, including through formal reporting under climate agreements.",UNFCCC - Adaptation Communications (Paris Agreement Art.7 and 13),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_300,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_300,"Monitoring, evaluation, learning",,Intervention,1,,"Intervention encompassing the monitoring, evaluation and learning functions that track implementation, assess results and feed lessons back into decision-making.",CGIAR MEL framework (no external reference),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_263,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_263,"Monitoring, reporting and verification",MRV,Intervention,1,,"Activity that measures, documents, and independently checks greenhouse gas emissions, removals, and mitigation actions to support transparent and comparable climate reporting.",UNFCCC,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
INT_214,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_214,Adaptation practice,on-farm practice; intervention (practice form),Intervention,1,,Generic framing of an intervention as implemented - an adaptation action carried out on the ground.,IPCC AR6 WGII (adaptation options and practices),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_215,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_215,Adaptation technology,climate-smart technology; adaptation tech; intervention (technology form),Intervention,1,,"Generic framing of an intervention as a tool, technique or equipment applied to reduce climate risk.",UNFCCC - Technology Needs Assessment (TNA),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_301,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_301,Adaptation action,,Intervention,2,INT_303,"Climate action comprising the process of adjustment to actual or expected climate and its effects, in order to moderate harm or exploit beneficial opportunities.",IPCC AR6 Glossary: Adaptation,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_302,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_302,Mitigation action,,Intervention,2,INT_303,Climate action that reduces emissions or enhances the sinks of greenhouse gases.,IPCC AR6 Glossary: Mitigation,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Restructure (v5),current,5.0.0-draft
INT_303,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_303,Climate action,,Intervention,1,,"Intervention undertaken to address climate change or its impacts, spanning adaptation, mitigation and enabling measures.",UNFCCC (climate action),Intervention,Adaptation + Mitigation,Adaptation-specific,Intrinsic,Mitigation-specific,FALSE,Restructure (v5),current,5.0.0-draft
INT_304,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_304,Conflict-sensitive climate action,conflict sensitivity,Intervention,2,INT_303,"Climate action designed and delivered with explicit attention to conflict dynamics, avoiding harm and contributing to peace where possible.",CGIAR Climate Security (conflict-sensitive climate action),Intervention,Adaptation + Mitigation,Adaptation-specific,Intrinsic,Mitigation-specific,FALSE,Restructure (v5),current,5.0.0-draft
INT_273,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_273,Locally-led adaptation,LLA; Community-led adaptation; Locally led climate adaptation,Intervention,1,,"Intervention in which local communities and institutions hold agency and decision-making power over how adaptation is defined, prioritised, designed, implemented, monitored, and evaluated, with finance and capacity devolved to the lowest appropriate level.",IIED/WRI/GCA Principles for Locally Led Adaptation (2021),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
INT_269,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_269,Climate-smart agriculture,CSA; climate-smart practice; climate-smart farming; climate-smart livestock; nutri-smart agriculture,Intervention,1,,"Intervention that seeks to sustainably increase productivity and incomes, build resilience and adaptive capacity to climate change, and reduce or remove greenhouse-gas emissions where possible.",FAO (climate-smart agriculture),Intervention,Adaptation + Mitigation,Adaptation-specific,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-conditional,FALSE,Lexicon consensus,current,5.0.0-draft
INT_270,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_270,Ecosystem-based adaptation,EbA,Intervention,1,,Intervention that uses biodiversity and ecosystem services as part of an overall strategy to help people adapt to the adverse effects of climate change.,IPCC AR6 WGII Glossary: Ecosystem-based adaptation; CBD,Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Lexicon consensus,current,5.0.0-draft
INT_271,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_271,Nature-based solution,NbS,Intervention,1,,"Intervention that protects, sustainably manages, and restores natural or modified ecosystems to address societal challenges effectively and adaptively, benefiting both people and biodiversity.",IUCN; IPCC AR6 WGII Glossary: Nature-based solutions,Intervention,Adaptation + Mitigation,Adaptation-specific,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-conditional,FALSE,Lexicon consensus,current,5.0.0-draft
INT_272,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_272,Community-based adaptation,CBA,Intervention,1,,"Intervention that places local communities at the centre of identifying, planning, and implementing adaptation actions suited to their priorities, capacities, and context.",IPCC AR6 WGII; FAO (community-based adaptation),Intervention,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Lexicon consensus,current,5.0.0-draft
INT_275,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_275,Regenerative agriculture,regenerative farming; regenerative,Intervention,1,,"Intervention that restores soil health, biodiversity and ecosystem function while sustaining productive and equitable food systems.",FAO; recognised practice literature,Intervention,Adaptation,Adaptation-specific,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Lexicon consensus,current,5.0.0-draft
INT_274,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_274,Agroecology,agro-ecology; agroecological practice; natural farming; agroecological; Agroecological diversification; Agroecological transition,Intervention,1,,"Intervention that applies ecological principles to the design and management of food and agricultural systems, integrating scientific and local or Indigenous knowledge to enhance sustainability, resilience, and equity.",FAO (the 10 Elements of Agroecology); HLPE 2019,Intervention,Adaptation + Mitigation,Adaptation-specific,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-conditional,FALSE,Domain expert,current,5.0.0-draft
INT_276,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_276,Sustainable land management,SLM; Climate-smart land management,Intervention,1,,"Intervention that stewards land, soil, water, and vegetation to meet human needs while maintaining long-term productivity, ecological function, and carbon stocks.",WOCAT; FAO,Intervention,Adaptation + Mitigation,Adaptation-specific,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-conditional,FALSE,Lexicon consensus,current,5.0.0-draft
INT_277,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_277,Sustainable intensification,sustainable agricultural intensification,Intervention,1,,Intervention that raises output on existing agricultural land while lowering environmental pressure and greenhouse gas intensity.,FAO; CIMMYT,Intervention,Adaptation + Mitigation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-conditional,FALSE,Lexicon consensus,current,5.0.0-draft
INT_278,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_278,Circular economy,circular bioeconomy,Intervention,1,,"Intervention that keeps materials and resources in productive use for as long as possible, reducing waste, emissions, and demand for primary inputs.",Ellen MacArthur Foundation,Intervention,Adaptation + Mitigation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",Mitigation-conditional,FALSE,Domain expert,current,5.0.0-draft
INT_279,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_279,Low-emission development,low-carbon development; low-emission; low-emission value chain; low-emission food system; Low-carbon food system,Intervention,1,,Intervention that integrates climate objectives into development planning by pursuing pathways with lower greenhouse gas emission trajectories.,AgLEDx,Intervention,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
INT_305,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_305,Financial service,,Intervention,1,,"Intervention comprising the provision of financial products and services - credit, savings, insurance and payments - to producers and agri-food actors.",World Bank (financial services); FAO rural finance,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
