change,ID,term,facet,level (v5),parent (v5),field changed,value in v4,value in v5,why
DEFINITION CHANGED,INT_014,Germplasm collecting,Intervention,L1,(top level),Definition,"Genetic resource management that gathers samples of crop, wild relative, livestock, or aquatic genetic diversity from the field for conservation and use, including diversity holding traits relevant to climate adaptation.","Intervention that gathers samples of crop, wild relative, livestock, or aquatic genetic diversity from the field for conservation and use.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_015,Germplasm characterization,Intervention,L1,(top level),Definition,"Genetic resource management that describes and documents the morphological, agronomic, and molecular attributes of germplasm accessions, identifying traits such as stress tolerance useful for climate-resilient breeding.","Intervention that describes and documents the morphological, agronomic, and molecular attributes of germplasm accessions.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_016,Germplasm distribution,Intervention,L1,(top level),Definition,"Genetic resource management that supplies germplasm accessions to users such as breeders and researchers, governed by access and benefit-sharing terms, to enable development and use of climate-relevant diversity.","Intervention that supplies germplasm accessions to users such as breeders and researchers, governed by access and benefit-sharing terms.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_017,Trait discovery,Intervention,L1,(top level),Definition,"Genetic resource management that identifies and characterises novel genes or alleles controlling traits of interest, including tolerance to drought, heat, salinity, or pests, for use in climate-resilient breeding.",Intervention that identifies and characterises novel genes or alleles controlling traits of interest.,"Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_018,Seed multiplication,Intervention,L1,(top level),Definition,"Genetic resource management that increases the quantity of seed of a given variety while maintaining its genetic identity and quality, ensuring sufficient supply of climate-adapted planting material.","Intervention that increases the quantity of seed of a given variety while maintaining its genetic identity and quality, ensuring sufficient supply of climate-adapted planting material.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_019,Seed system strengthening,Intervention,L1,(top level),Definition,"Genetic resource management that improves the formal and informal systems through which farmers access quality seed of suitable varieties, expanding the availability of climate-adapted planting material.","Intervention that improves the formal and informal systems through which farmers access quality seed of suitable varieties, expanding the availability of climate-adapted planting material.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_020,Variety release,Intervention,L1,(top level),Definition,"Genetic resource management that formally approves and registers new crop varieties for distribution and cultivation, making improved, climate-adapted materials legally available to farmers.","Intervention that formally approves and registers new crop varieties for distribution and cultivation, making improved, climate-adapted materials legally available to farmers.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_021,Genetic resource policy,Intervention,L1,(top level),Definition,"Genetic resource management that develops and applies the rules governing access to, exchange of, intellectual property over, and biosafety of genetic resources, enabling their conservation and use for climate adaptation.","Intervention that develops and applies the rules governing access to, exchange of, intellectual property over, and biosafety of genetic resources, enabling their conservation and use for climate adaptation.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_022,Agronomic management,Intervention,L1,(top level),Definition,Intervention comprising field-level crop and soil management practices applied to maintain or improve agricultural production under climate variability and stress.,Intervention comprising the field-level crop and soil operations applied to sustain agricultural production under climate variability and stress.,"R10/R20: returned to L1 in Phase 2 but the opener still named Farming practice, the removed parent"
DEFINITION CHANGED,INT_029,Integrated pest management,Intervention,L2,INT_022 Agronomic management,Definition,"Agronomic management that combines biological, cultural, physical, and chemical tactics to keep pest populations below damaging levels while minimising risks, including pest pressures shifting under climate change.","Agronomic management that combines biological, cultural, physical, and chemical tactics to keep pest populations below damaging levels while minimising risks.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_032,Organic amendment,Intervention,L3,INT_030 Nutrient management,Definition,"Nutrient management that adds organic materials such as compost, manure, or crop residues to supply nutrients and build soil organic matter, improving moisture retention and resilience to climate stress.","Nutrient management that adds organic materials such as compost, manure, or crop residues to supply nutrients and build soil organic matter.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_035,Biofortification,Intervention,L2,INT_022 Agronomic management,Definition,"Agronomic management that increases the density of vitamins and minerals in food crops through breeding or agronomic means, improving dietary quality in populations exposed to climate-related food and nutrition stress.","Agronomic management that increases the density of vitamins and minerals in food crops through breeding or agronomic means, improving dietary quality in populations.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,INT_036,Controlled-environment production,Intervention,L2,INT_022 Agronomic management,Definition,"Agronomic management that grows crops within enclosed or climate-regulated structures such as greenhouses, hydroponic, or vertical systems, buffering production from external weather variability and extremes.","Agronomic management that grows crops within enclosed or climate-regulated structures such as greenhouses, hydroponic, or vertical systems.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_048,Livestock management,Intervention,L1,(top level),Definition,"Intervention comprising husbandry, feeding, breeding, and health practices adjusted to sustain animal productivity under climate stress.","Intervention comprising the husbandry, feeding, breeding and health operations applied to sustain animal productivity under climate stress.","R10/R20: returned to L1 in Phase 2 but the opener still named Farming practice, the removed parent"
DEFINITION CHANGED,INT_051,Improved forage cultivation,Intervention,L3,INT_049 Forage management,Definition,"Feed and forage management that establishes improved forage species and pastures to increase feed quantity and quality, raising livestock productivity and resilience under climate stress.","Forage management that establishes improved forage species and pastures to increase feed quantity and quality, raising livestock productivity and resilience under climate stress.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_054,Animal health management,Intervention,L2,INT_048 Livestock management,Definition,"Livestock management that prevents, monitors, and treats animal diseases, including those whose distribution shifts under climate change, to protect animal productivity and public health.","Livestock management that prevents, monitors, and treats animal diseases to protect animal productivity and public health.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_057,Animal breeding,Intervention,L2,INT_002 Breeding,Definition,"Livestock management that selects and mates animals to improve productivity, health, and tolerance to climate stresses such as heat and disease in future generations.","Breeding that selects and mates animals to improve productivity, health, and tolerance to climate stresses such as heat and disease in future generations.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_066,Ecosystem restoration,Intervention,L3,INT_059 Landscape management,Definition,"Landscape management that assists the recovery of degraded, damaged, or destroyed ecosystems to restore their structure, function, and services, including climate regulation and resilience.","Landscape management that assists the recovery of degraded, damaged, or destroyed ecosystems to restore their structure, function, and services.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_094,Climate model,Intervention,L1,(top level),Definition,"Climate service that uses numerical models to simulate and project the climate system, generating the information that underpins climate risk assessment and adaptation planning.","Numerical model to simulate and project the climate system, generating the information that underpins climate risk assessment and adaptation planning.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_095,Earth observation,Intervention,L1,(top level),Definition,"Climate service that uses satellite and remote-sensing systems to monitor environmental and climate-relevant conditions over space and time, informing climate services and adaptation.","Use of satellite and remote-sensing systems to monitor environmental and climate-relevant conditions over space and time, informing climate services and adaptation.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_096,Climate forecast,Intervention,L2,INT_091 Climate service,Definition,Climate service that predicts future weather and climate conditions across timescales - from weather to seasonal outlooks - to support anticipatory and adaptive decision-making.,"Climate service that produces forecasts of future weather and climate conditions across timescales, from days to seasons.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_097,Climate service translation,Intervention,L2,INT_091 Climate service,Definition,Climate service that converts technical climate and weather information into formats and messages tailored to the needs and decisions of specific user groups.,Climate service that translates technical climate and weather information into formats and languages usable by decision-makers.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_099,Digital climate advisory,Intervention,L3,INT_098 Climate advisory,Definition,"Climate service that delivers tailored climate and agro-advisory information to users through digital channels such as mobile phones, apps, and platforms.",Climate advisory that delivers tailored climate and agro-advisory information through digital channels.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_101,Risk assessment,Intervention,L1,(top level),Definition,"Research and synthesis that identifies, analyses, and evaluates risks - including the interaction of hazard, exposure, and vulnerability - to inform adaptation and disaster risk reduction decisions.","Intervention that identifies, analyses, and evaluates risks - including the interaction of hazard, exposure, and vulnerability - to inform adaptation and disaster risk reduction decisions.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_120,Climate insurance,Intervention,L3,INT_306 Insurance,Definition,"Climate finance that transfers the financial risk of climate-related losses from farmers, pastoralists, fisherfolk, or institutions to an insurer in exchange for a premium, providing payouts that support recovery after a hazard.","Insurance that transfers the financial risk of climate-related losses from farmers, pastoralists, fisherfolk, or institutions to an insurer in exchange for a premium, providing payouts that support recovery after a hazard.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_137,Standards development,Intervention,L2,INT_128 Climate policy support,Definition,"Climate policy support that designs and establishes technical standards, protocols, or certification schemes (such as measurement, reporting, and verification protocols) that govern and assure adaptation-relevant practices and products.","Climate policy support that designs and establishes technical standards, protocols and codes of practice for climate-relevant agricultural activity.",R10: re-parented in Phase 2 but the opener still carried the generic facet genus from the earlier promotion
DEFINITION CHANGED,INT_150,Training,Intervention,L1,(top level),Definition,"Capacity sharing that imparts adaptation-relevant knowledge and skills to learners through structured instruction, courses, or workshops.","Intervention that imparts adaptation-relevant knowledge and skills to learners through structured instruction, courses, or workshops.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_151,Curriculum,Intervention,L1,(top level),Definition,Capacity sharing that designs structured sets of learning modules and competencies to build adaptation-relevant knowledge and skills over a course or programme.,Intervention that designs structured sets of learning modules and competencies to build adaptation-relevant knowledge and skills over a course or programme.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_152,Coaching,Intervention,L1,(top level),Definition,"Capacity sharing that provides individualised, ongoing guidance to help a learner develop specific adaptation-relevant skills and apply them in practice.","Intervention that provides individualised, ongoing guidance to help a learner develop specific adaptation-relevant skills and apply them in practice.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_153,Fellowship,Intervention,L1,(top level),Definition,"Capacity sharing that supports an individual through a funded placement or programme to develop advanced adaptation-relevant knowledge, skills, or research experience.","Intervention that supports an individual through a funded placement or programme to develop advanced adaptation-relevant knowledge, skills, or research experience.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_154,Institutional twinning,Intervention,L1,(top level),Definition,"Capacity sharing that pairs an institution with a more experienced counterpart so that knowledge, skills, and working practices relevant to adaptation are transferred through sustained collaboration.","Intervention that pairs an institution with a more experienced counterpart so that knowledge, skills, and working practices relevant to adaptation are transferred through sustained collaboration.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_155,South-South knowledge exchange,Intervention,L1,(top level),Definition,"Capacity sharing that facilitates the transfer of adaptation-relevant knowledge, technology, and experience between developing countries.","Intervention that facilitates the transfer of adaptation-relevant knowledge, technology, and experience between developing countries.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_156,Triangular cooperation,Intervention,L1,(top level),Definition,"Capacity sharing intervention in which a third partner, typically a developed country or multilateral body, facilitates and supports South-South exchange of adaptation-relevant knowledge and resources.","Intervention in which a third partner, typically a developed country or multilateral body, facilitates and supports South-South exchange of adaptation-relevant knowledge and resources.",audit T1.4: string-substitution artefact
DEFINITION CHANGED,INT_160,Community of practice,Intervention,L1,(top level),Definition,"Capacity sharing that establishes and supports groups of people who share a domain of interest and learn collectively, enabling the exchange of adaptation knowledge and practices.","Intervention that establishes and supports groups of people who share a domain of interest and learn collectively, enabling the exchange of adaptation knowledge and practices.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_161,Knowledge integration,Intervention,L1,(top level),Definition,"Capacity sharing that incorporates indigenous knowledge (understandings, skills, and philosophies developed by societies with long histories of interaction with their natural surroundings) and local knowledge into climate adaptation research, planning, and practice alongside scie","Intervention that incorporates indigenous knowledge (understandings, skills, and philosophies developed by societies with long histories of interaction with their natural surroundings) and local knowledge into climate adaptation research, planning, and practice alongside scientif",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_167,Scaling readiness assessment,Intervention,L1,(top level),Definition,Scaling that diagnoses how ready an adaptation innovation is for use at scale and identifies the bottlenecks that must be addressed to expand its adoption.,Intervention that diagnoses how ready an adaptation innovation is for use at scale and identifies the bottlenecks that must be addressed to expand its adoption.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_168,Innovation bundling,Intervention,L1,(top level),Definition,"Scaling that combines complementary adaptation innovations, practices, or services into an integrated package so they can be adopted and deliver benefits together.","Intervention that combines complementary adaptation innovations, practices, or services into an integrated package so they can be adopted and deliver benefits together.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_169,Business model development,Intervention,L1,(top level),Definition,"Scaling that designs the organisational and financial model through which adaptation products, services, or technologies are delivered to and sustained for intended users.","Intervention that designs the organisational and financial model through which adaptation products, services, or technologies are delivered to and sustained for intended users.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_173,Public-private partnership development,Intervention,L1,(top level),Definition,"Scaling that establishes collaborative arrangements between public bodies and private enterprises to jointly finance, deliver, and scale climate adaptation products and services.","Intervention that establishes collaborative arrangements between public bodies and private enterprises to jointly finance, deliver, and scale climate adaptation products and services.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_182,Evidence synthesis,Intervention,L1,(top level),Definition,"Research and synthesis that systematically collects, appraises, and consolidates existing research findings on adaptation to produce reliable evidence for decision-making.","Intervention that systematically collects, appraises, and consolidates existing research findings on adaptation to produce reliable evidence for decision-making.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_183,Foresight analysis,Intervention,L1,(top level),Definition,"Research and synthesis that explores plausible future conditions, drivers, and uncertainties affecting food and agricultural systems to inform long-term adaptation strategy.","Intervention that explores plausible future conditions, drivers, and uncertainties affecting food and agricultural systems to inform long-term adaptation strategy.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_184,Economic analysis,Intervention,L1,(top level),Definition,"Research and synthesis that assesses the costs, benefits, and economic trade-offs of adaptation options to inform investment and policy decisions.","Intervention that assesses the costs, benefits, and economic trade-offs of adaptation options to inform investment and policy decisions.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_185,Political economy analysis,Intervention,L1,(top level),Definition,"Research and synthesis that examines the power relations, incentives, and institutions shaping adaptation decisions, to inform feasible and effective interventions.","Intervention that examines the power relations, incentives, and institutions shaping adaptation decisions, to inform feasible and effective interventions.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_186,True-cost accounting,Intervention,L1,(top level),Definition,"Research and synthesis that quantifies the hidden environmental, social, and health costs and benefits of food and agricultural systems to inform more sustainable and adaptive decisions.","Intervention that quantifies the hidden environmental, social, and health costs and benefits of food and agricultural systems to inform more sustainable and adaptive decisions.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_187,Whole-farm system analysis,Intervention,L1,(top level),Definition,"Research and synthesis that models the farm as an integrated system to evaluate how adaptation options affect production, resources, and risk across its components.","Intervention that models the farm as an integrated system to evaluate how adaptation options affect production, resources, and risk across its components.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_188,Spatial prioritization,Intervention,L1,(top level),Definition,Research and synthesis that uses spatial data and analysis to identify and rank locations where adaptation investments or interventions would be most needed or effective.,Intervention that uses spatial data and analysis to identify and rank locations where adaptation investments or interventions would be most needed or effective.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_191,Nutrition-sensitive agriculture,Intervention,L2,INT_296 Human nutrition,Definition,"Health and nutrition that designs agricultural production and food systems to improve the availability, access, and consumption of diverse and nutritious foods under climate stress.","Human nutrition that designs agricultural production and food systems to improve the availability, access, and consumption of diverse and nutritious foods under climate stress.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_192,Healthy diet,Intervention,L2,INT_296 Human nutrition,Definition,"Health and nutrition that encourages dietary patterns that are health-promoting and environmentally sustainable, supporting adaptation and resilient food systems.","Human nutrition that encourages dietary patterns that are health-promoting and environmentally sustainable, supporting adaptation and resilient food systems.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_193,Food safety management,Intervention,L1,(top level),Definition,"Health and nutrition that controls biological, chemical, and physical hazards along the food chain - including climate-sensitive risks such as mycotoxins - to protect human health.","Intervention that controls biological, chemical, and physical hazards along the food chain to protect human health.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_194,Migration,Intervention,L1,(top level),Definition,"Intervention that addresses human mobility associated with climate change - including migration, displacement, and planned relocation - to reduce risk and support adaptation.","Action that addresses human and animal mobility associated with climate change - including migration, displacement, and planned relocation - to reduce risk and support adaptation.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_198,Varietal adoption monitoring,Intervention,L1,(top level),Definition,"Genetic resource management that tracks the spread and uptake of released varieties among farmers, often using DNA fingerprinting, to assess adoption of climate-adapted materials and inform breeding priorities.","Intervention that tracks the spread and uptake of released varieties among farmers, often using DNA fingerprinting, to assess adoption of climate-adapted materials and inform breeding priorities.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_200,Digital sequence information,Intervention,L2,INT_021 Genetic resource policy,Definition,Genetic resource policy that underpins climate-adaptive breeding.,"Genetic resource policy that develops and applies the rules governing access to, and benefit-sharing from, digital sequence information on genetic resources.",audit T1.2: definition had no differentia and 'underpins' stated a relation | R10: re-parented in Phase 2 but the opener still carried the generic facet genus from the earlier promotion
DEFINITION CHANGED,INT_210,Aquaculture management,Intervention,L1,(top level),Definition,"Intervention comprising the management of aquatic farming systems - stocking, feeding, and water quality - to sustain production under climate-driven changes in temperature and water.","Intervention comprising the stocking, feeding and water-quality operations applied to aquatic farming systems to sustain production under climate-driven changes in temperature and water.","R10/R20: returned to L1 in Phase 2 but the opener still named Farming practice, the removed parent"
DEFINITION CHANGED,INT_216,Crop management,Intervention,L2,INT_022 Agronomic management,Definition,"Agronomic management that covers decisions on crop cultivation, including choice of crop, planting and harvest timing, spacing, and in-season husbandry, to sustain production under climate stress.","Agronomic management that covers decisions on crop cultivation, including choice of crop, planting and harvest timing, spacing, and in-season husbandry.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_222,Mentoring,Intervention,L1,(top level),Definition,"Capacity sharing intervention in which an experienced individual provides guidance, advice, and support to a less experienced person to develop their adaptation-relevant knowledge, skills, and professional growth.","Intervention in which an experienced individual provides guidance, advice, and support to a less experienced person to develop their adaptation-relevant knowledge, skills, and professional growth.",audit T1.4: string-substitution artefact
DEFINITION CHANGED,INT_223,Scholarship,Intervention,L1,(top level),Definition,Capacity sharing that provides financial support enabling an individual to undertake formal education or training that builds adaptation-relevant knowledge and skills.,Intervention that provides financial support enabling an individual to undertake formal education or training that builds adaptation-relevant knowledge and skills.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_224,Secondment,Intervention,L1,(top level),Definition,"Capacity sharing that temporarily places an individual within another organisation to share and build adaptation-relevant skills, knowledge, and working relationships.","Intervention that temporarily places an individual within another organisation to share and build adaptation-relevant skills, knowledge, and working relationships.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_225,Scenario analysis,Intervention,L1,(top level),Definition,Research and synthesis that constructs and compares plausible future scenarios - such as shared socioeconomic and climate pathways - to assess climate risks and the robustness of adaptation options.,Intervention that constructs and compares plausible future scenarios - such as shared socioeconomic and climate pathways - to assess climate risks and the robustness of adaptation options.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_226,Financial analysis,Intervention,L1,(top level),Definition,"Research and synthesis that assesses the financial viability, returns, and risks of adaptation investments to inform financing and budgeting decisions.","Intervention that assesses the financial viability, returns, and risks of adaptation investments to inform financing and budgeting decisions.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_233,Improved feed,Intervention,L3,INT_049 Forage management,Definition,Feed and forage management that raises the quality and digestibility of livestock diets to sustain animal productivity and resilience under climate stress.,Forage management that raises the quality and digestibility of livestock diets to sustain animal productivity and resilience under climate stress.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_237,Participatory rural appraisal,Intervention,L1,(top level),Definition,"Research and synthesis that engages rural communities in gathering and analysing information about their own conditions, building shared understanding to inform planning and decision-making.","Intervention that engages rural communities in gathering and analysing information about their own conditions, building shared understanding to inform planning and decision-making.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_238,Technology transfer,Intervention,L1,(top level),Definition,Scaling that spreads adaptation and mitigation technologies within and across countries.,Intervention that spreads adaptation and mitigation technologies within and across countries.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_243,Low-methane feed additive,Intervention,L3,INT_049 Forage management,Definition,Feed and forage management that incorporates dietary additives formulated to suppress methane production during enteric fermentation in ruminants.,Forage management that incorporates dietary additives formulated to suppress methane production during enteric fermentation in ruminants.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_248,Renewable energy,Intervention,L1,(top level),Definition,"Energy management based on sources replenished faster than they are consumed, such as solar, wind, hydro, and sustainable biomass, displacing fossil-fuel use.","Intervention that supplies energy from sources replenished faster than they are consumed, such as solar, wind, hydro, and sustainable biomass, displacing fossil-fuel use.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_250,Electrification,Intervention,L1,(top level),Definition,"Energy management that converts energy-consuming equipment and processes from fossil-fuel sources to electricity, enabling supply from low-carbon generation.","Intervention that converts energy-consuming equipment and processes from fossil-fuel sources to electricity, enabling supply from low-carbon generation.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_251,Bioenergy,Intervention,L1,(top level),Definition,Energy management that derives energy from any form of biomass or its metabolic by-products.,Intervention that derives energy from any form of biomass or its metabolic by-products.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_264,Climate information,Intervention,L2,INT_091 Climate service,Definition,"Climate service that organises, stores, quality-controls, and governs climate and weather data so that it can be found, trusted, and reused for analysis, forecasting, and evidence linking climate hazards to observed impacts.","Climate service comprising the collection, processing and interpretation of climate and weather data for users.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,INT_268,Seed exchange,Intervention,L1,(top level),Definition,"Genetic resource management in which farmers and communities circulate seed and planting material among themselves through informal or organised channels, spreading varieties, including climate-adapted ones, outside the formal seed sector.","Intervention in which farmers and communities circulate seed and planting material among themselves through informal or organised channels, spreading varieties outside the formal seed sector.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,INT_275,Regenerative agriculture,Intervention,L1,(top level),Definition,"Intervention that focuses on restoring soil health, biodiversity, and ecosystem function while sustaining productive and equitable food systems.","Intervention that restores soil health, biodiversity and ecosystem function while sustaining productive and equitable food systems.","R10/R20: returned to L1 in Phase 2 but the opener still named Farming practice, the removed parent"
DEFINITION CHANGED,INT_277,Sustainable intensification,Intervention,L1,(top level),Definition,Intervention that raises output on existing agricultural land while reducing environmental harm and greenhouse gas intensity.,Intervention that raises output on existing agricultural land while lowering environmental pressure and greenhouse gas intensity.,"R10/R20: returned to L1 in Phase 2 but the opener still named Farming practice, the removed parent"
DEFINITION CHANGED,OTC_008,Soil function,Outcome,L1,(top level),Definition,"Outcome construct denoting the capacity of soil to sustain its biological, chemical, and physical processes - including nutrient cycling, water retention, and structure - treated neutrally as the result whose level may be maintained or degraded under drought, heat, or erratic rai","Outcome construct denoting the capacity of soil to sustain its biological, chemical, and physical processes - including nutrient cycling, water retention, and structure - treated neutrally as the result whose level may be maintained or degraded.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
