word_or_ID,normalised_for_matching,exclusion_type,decided_by,date,reason,status_in_v5_today,breaches_this_exclusion,where_the_original_record_lives,on_tagging_stoplist
climate adaptation policy,climate adaptation policy,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_095,"YES - absent, so the pipeline could still propose it"
climate-adapted variety,climate adapted variety,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_002,"YES - absent, so the pipeline could still propose it"
Climate dataset,climate dataset,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_021,"YES - absent, so the pipeline could still propose it"
climate governance,climate governance,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_046,"YES - absent, so the pipeline could still propose it"
Climate information bulletin,climate information bulletin,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_029,"YES - absent, so the pipeline could still propose it"
climate resilience,climate resilience,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of OTC_114 'Climate resilience' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for OTC_114,"NO - already matches the taxonomy, so it cannot be proposed"
climate risks,climate risk,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of CRK_01 'Climate risk' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for CRK_01,"NO - already matches the taxonomy, so it cannot be proposed"
climate security risk,climate security risk,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CRK_166,"YES - absent, so the pipeline could still propose it"
climate sensitivity of the system,climate sensitivity of the system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CRK_165,"YES - absent, so the pipeline could still propose it"
climate services,climate service,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_091 'Climate service' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_091,"NO - already matches the taxonomy, so it cannot be proposed"
climate smart agriculture,climate smart agriculture,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_269 'Climate-smart agriculture' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_269,"NO - already matches the taxonomy, so it cannot be proposed"
climate vulnerability,climate vulnerability,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of CRK_164 'Climate vulnerability' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for CRK_164,"NO - already matches the taxonomy, so it cannot be proposed"
community-of-practice,community of practice,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of OUT_038 'Community of practice' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_160,"NO - already matches the taxonomy, so it cannot be proposed"
community seed exchange,community seed exchange,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_268,"YES - absent, so the pipeline could still propose it"
conceptual framework,conceptual framework,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_083,"YES - absent, so the pipeline could still propose it"
consumer food environment,consumer food environment,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_074,"YES - absent, so the pipeline could still propose it"
consumer food waste,consumer food waste,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_098,"YES - absent, so the pipeline could still propose it"
cross-breeding,cros breeding,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_002,"YES - absent, so the pipeline could still propose it"
curriculum design,curriculum design,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_151,"YES - absent, so the pipeline could still propose it"
data platform,data platform,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of OUT_040 'Data platform' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for OUT_040,"NO - already matches the taxonomy, so it cannot be proposed"
decentralized renewable energy,decentralized renewable energy,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_248,"YES - absent, so the pipeline could still propose it"
displaced populations,displaced population,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of STK_055 'Displaced population' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for STK_055,"NO - already matches the taxonomy, so it cannot be proposed"
drainage water management,drainage water management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_044,"YES - absent, so the pipeline could still propose it"
dry bean,dry bean,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_095,"YES - absent, so the pipeline could still propose it"
dry direct seeding,dry direct seeding,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_266,"YES - absent, so the pipeline could still propose it"
dry-season,dry season,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of CDI_16 'Dry season' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for CDI_16,"NO - already matches the taxonomy, so it cannot be proposed"
El Nino Southern Oscillation,el nino southern oscillation,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of CDI_19 'El Nino-Southern Oscillation' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for CDI_19,"NO - already matches the taxonomy, so it cannot be proposed"
farm worker,farm worker,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_067,"YES - absent, so the pipeline could still propose it"
farmed fish species,farmed fish specie,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_103,"YES - absent, so the pipeline could still propose it"
farmer cooperative,farmer cooperative,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_044,"YES - absent, so the pipeline could still propose it"
farmer field schools,farmer field school,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of OUT_102 'Farmer field school' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for OUT_102,"NO - already matches the taxonomy, so it cannot be proposed"
farmer seed exchange,farmer seed exchange,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_268,"YES - absent, so the pipeline could still propose it"
farmer-to-farmer seed exchange,farmer to farmer seed exchange,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_268,"YES - absent, so the pipeline could still propose it"
farming practices,farming practice,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_319 'Farming practice' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_319,"NO - already matches the taxonomy, so it cannot be proposed"
feed and forage management,feed and forage management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_049,"YES - absent, so the pipeline could still propose it"
fellowship programme,fellowship programme,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_153,"YES - absent, so the pipeline could still propose it"
fire weather,fire weather,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of CRK_158 'Fire-weather' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for CRK_158,"NO - already matches the taxonomy, so it cannot be proposed"
food loss and waste reduction,food los and waste reduction,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_089,"YES - absent, so the pipeline could still propose it"
food system worker,food system worker,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_067,"YES - absent, so the pipeline could still propose it"
forage management,forage management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_049 'Forage management' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_049,"NO - already matches the taxonomy, so it cannot be proposed"
forest system,forest system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_040,"YES - absent, so the pipeline could still propose it"
fruit crop,fruit crop,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_013,"YES - absent, so the pipeline could still propose it"
gender-transformative adaptation,gender transformative adaptation,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CCC_30,"YES - absent, so the pipeline could still propose it"
gender transformative approach,gender transformative approach,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CCC_30,"YES - absent, so the pipeline could still propose it"
good agricultural practices,good agricultural practice,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_321 'Good agricultural practice' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_321,"NO - already matches the taxonomy, so it cannot be proposed"
Green Climate Fund,green climate fund,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_049,"YES - absent, so the pipeline could still propose it"
healthy diet promotion,healthy diet promotion,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_192,"YES - absent, so the pipeline could still propose it"
highland area,highland area,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_082,"YES - absent, so the pipeline could still propose it"
horticultural crop,horticultural crop,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of SYS_011 'Horticultural crop' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for SYS_011,"NO - already matches the taxonomy, so it cannot be proposed"
human wellbeing,human wellbeing,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_096,"YES - absent, so the pipeline could still propose it"
Income generation,income generation,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_005,"YES - absent, so the pipeline could still propose it"
indigenous knowledge integration,indigenou knowledge integration,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_161,"YES - absent, so the pipeline could still propose it"
Indigenous Peoples engagement,indigenou people engagement,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_065,"YES - absent, so the pipeline could still propose it"
institutional coordination,institutional coordination,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_044,"YES - absent, so the pipeline could still propose it"
insurance scheme,insurance scheme,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_306,"YES - absent, so the pipeline could still propose it"
integrated landscape management,integrated landscape management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_059,"YES - absent, so the pipeline could still propose it"
investment concept note,investment concept note,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_050,"YES - absent, so the pipeline could still propose it"
irrigation water management,irrigation water management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_039,"YES - absent, so the pipeline could still propose it"
local knowledge integration,local knowledge integration,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_161,"YES - absent, so the pipeline could still propose it"
local supply chain,local supply chain,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_113,"YES - absent, so the pipeline could still propose it"
mechanised direct seeding,mechanised direct seeding,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_266,"YES - absent, so the pipeline could still propose it"
mechanized direct seeding,mechanized direct seeding,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_266,"YES - absent, so the pipeline could still propose it"
migration intervention,migration intervention,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_194,"YES - absent, so the pipeline could still propose it"
mountain system,mountain system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_051,"YES - absent, so the pipeline could still propose it"
national statistics office,national statistic office,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_027,"YES - absent, so the pipeline could still propose it"
nitrogen-use efficiency,nitrogen use efficiency,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of OTC_112 'Nitrogen use efficiency' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for OTC_112,"NO - already matches the taxonomy, so it cannot be proposed"
nutritional biofortification,nutritional biofortification,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_035,"YES - absent, so the pipeline could still propose it"
oilseed crop,oilseed crop,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_014,"YES - absent, so the pipeline could still propose it"
olive tree,olive tree,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_101,"YES - absent, so the pipeline could still propose it"
on farm trial,on farm trial,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_316 'On-farm trial' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_316,"NO - already matches the taxonomy, so it cannot be proposed"
orange-fleshed sweet potato,orange fleshed sweet potato,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_094,"YES - absent, so the pipeline could still propose it"
Participatory rangeland management,participatory rangeland management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_228,"YES - absent, so the pipeline could still propose it"
physical water scarcity,physical water scarcity,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CRK_169,"YES - absent, so the pipeline could still propose it"
pilot project,pilot project,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_318,"YES - absent, so the pipeline could still propose it"
plant breeding,plant breeding,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_002,"YES - absent, so the pipeline could still propose it"
plant genetic resources policy,plant genetic resource policy,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_021,"YES - absent, so the pipeline could still propose it"
poultry flock,poultry flock,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_023,"YES - absent, so the pipeline could still propose it"
recirculating aquaculture system,recirculating aquaculture system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_035,"YES - absent, so the pipeline could still propose it"
renewable energy in agriculture,renewable energy in agriculture,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_248,"YES - absent, so the pipeline could still propose it"
research and evidence synthesis,research and evidence synthesi,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_181,"YES - absent, so the pipeline could still propose it"
Rice water management,rice water management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_038,"YES - absent, so the pipeline could still propose it"
river delta,river delta,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_081,"YES - absent, so the pipeline could still propose it"
scaling up,scaling up,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_166,"YES - absent, so the pipeline could still propose it"
scholarship programme,scholarship programme,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_223,"YES - absent, so the pipeline could still propose it"
sea level rise,sea level rise,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of CRK_127 'Sea-level rise' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for CRK_127,"NO - already matches the taxonomy, so it cannot be proposed"
seasonal bulletin,seasonal bulletin,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_029,"YES - absent, so the pipeline could still propose it"
Seed safety duplication,seed safety duplication,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_013,"YES - absent, so the pipeline could still propose it"
